***SENSOR SELECTION,,,,,
CH 1-Voltage(±1V),,,,,
CH 2-Voltage(±1V),,,,,
CH 3-Voltage(±1V) (Excluded from average as it appears to be an outlier),,,,,
INTERNAL,,,,,
*** Sampling Rate ,,,,,
1 Data Per 1 Min,,,,,
*** Duration to Monitor  ,,,,,
1 Day,,,,,
Time(s),V1,V2,V3,°C,Vavg
3480,0.8541,0.846113,0.765708,20.1831,0.8501065
3540,0.854632,0.846645,0.765708,20.1831,0.8506385
3600,0.855165,0.847178,0.766241,20.1831,0.8511715
3660,0.855165,0.848243,0.766241,20.1025,0.851704
3720,0.855697,0.849308,0.764111,20.1025,0.8525025
3780,0.85623,0.84984,0.765176,20.1025,0.853035
3840,0.856762,0.850905,0.765176,20.1831,0.8538335
3900,0.857295,0.851438,0.765176,20.1831,0.8543665
3960,0.85836,0.85197,0.765708,20.1831,0.855165
4020,0.857827,0.85197,0.765708,20.1025,0.8548985
4080,0.85836,0.853035,0.764643,20.1831,0.8556975
4140,0.858892,0.853035,0.765708,20.1831,0.8559635
4200,0.858892,0.853567,0.765176,20.1831,0.8562295
4260,0.859425,0.8541,0.766241,20.1831,0.8567625
4320,0.859425,0.8541,0.764643,20.1831,0.8567625
4380,0.859957,0.8541,0.765176,20.1831,0.8570285
4440,0.86049,0.8541,0.763578,20.1025,0.857295
4500,0.86049,0.8541,0.764111,20.1025,0.857295
4560,0.861022,0.853567,0.764111,20.1831,0.8572945
4620,0.861555,0.853567,0.764643,20.1831,0.857561
4680,0.862087,0.853035,0.765708,20.1025,0.857561
4740,0.861555,0.852503,0.766773,20.1831,0.857029
4800,0.861555,0.85197,0.764643,20.1025,0.8567625
4860,0.861555,0.85197,0.766241,20.1831,0.8567625
4920,0.862087,0.851438,0.766241,20.1831,0.8567625
4980,0.86262,0.851438,0.766773,20.1831,0.857029
5040,0.86262,0.851438,0.766773,20.1831,0.857029
5100,0.86262,0.851438,0.767305,20.1831,0.857029
5160,0.86262,0.851438,0.7705,20.1831,0.857029
5220,0.86262,0.851438,0.771565,20.1831,0.857029
5280,0.863685,0.851438,0.774228,20.1831,0.8575615
5340,0.863685,0.851438,0.787007,20.1831,0.8575615
5400,0.863152,0.851438,0.797124,20.1831,0.857295
5460,0.863152,0.851438,0.794462,20.1831,0.857295
5520,0.863152,0.851438,0.785942,20.1831,0.857295
5580,0.863152,0.851438,0.797124,20.1831,0.857295
5640,0.863685,0.851438,0.797657,20.2637,0.8575615
5700,0.863685,0.85197,0.798722,20.1025,0.8578275
5760,0.863685,0.851438,0.749201,20.022,0.8575615
5820,0.863685,0.85197,0.742811,20.022,0.8578275
5880,0.863685,0.85197,0.759318,20.022,0.8578275
5940,0.864217,0.85197,0.798189,20.022,0.8580935
6000,0.865282,0.85197,0.797657,20.022,0.858626
6060,0.865282,0.85197,0.797124,20.1025,0.858626
6120,0.86475,0.85197,0.796059,20.1025,0.85836
6180,0.86475,0.85197,0.796059,20.1025,0.85836
6240,0.865282,0.852503,0.796059,20.1025,0.8588925
6300,0.865282,0.852503,0.776358,20.1025,0.8588925
6360,0.865815,0.852503,0.777423,20.1025,0.859159
6420,0.865282,0.853035,0.777955,20.1831,0.8591585
6480,0.865815,0.852503,0.777955,20.1025,0.859159
6540,0.865815,0.852503,0.777423,20.1025,0.859159
6600,0.865815,0.852503,0.777955,20.022,0.859159
6660,0.865815,0.852503,0.77689,20.1025,0.859159
6720,0.865282,0.852503,0.777423,19.9414,0.8588925
6780,0.86475,0.852503,0.775293,19.8608,0.8586265
6840,0.86475,0.853035,0.775293,19.6191,0.8588925
6900,0.86475,0.853035,0.780085,19.5386,0.8588925
6960,0.864217,0.853035,0.780085,19.458,0.858626
7020,0.864217,0.853035,0.780085,19.458,0.858626
7080,0.864217,0.853035,0.779553,19.5386,0.858626
7140,0.864217,0.853035,0.77902,19.6191,0.858626
7200,0.86475,0.853035,0.777955,19.6191,0.8588925
7260,0.86475,0.853035,0.777423,19.6191,0.8588925
7320,0.865282,0.853035,0.777423,19.6191,0.8591585
7380,0.865282,0.853035,0.776358,19.6191,0.8591585
7440,0.865282,0.853035,0.77689,19.6997,0.8591585
7500,0.865282,0.853035,0.778488,19.6997,0.8591585
7560,0.86475,0.853567,0.777955,19.7803,0.8591585
7620,0.865282,0.853035,0.777423,19.7803,0.8591585
7680,0.865282,0.853035,0.777955,19.7803,0.8591585
7740,0.865282,0.853035,0.777955,19.7803,0.8591585
7800,0.865282,0.853035,0.777423,19.7803,0.8591585
7860,0.86475,0.852503,0.776358,19.7803,0.8586265
7920,0.86475,0.852503,0.776358,19.7803,0.8586265
7980,0.86475,0.852503,0.775825,19.7803,0.8586265
8040,0.865282,0.852503,0.77476,19.8608,0.8588925
8100,0.865282,0.852503,0.773695,19.8608,0.8588925
8160,0.865815,0.852503,0.773695,19.8608,0.859159
8220,0.865282,0.852503,0.772098,19.8608,0.8588925
8280,0.865282,0.852503,0.772098,19.8608,0.8588925
8340,0.866347,0.852503,0.773163,19.9414,0.859425
8400,0.867412,0.853035,0.77263,19.8608,0.8602235
8460,0.867412,0.853035,0.773163,19.8608,0.8602235
8520,0.867944,0.853035,0.77263,19.8608,0.8604895
8580,0.867944,0.853567,0.773695,19.8608,0.8607555
8640,0.867944,0.853567,0.773163,19.8608,0.8607555
8700,0.867412,0.853567,0.774228,19.8608,0.8604895
8760,0.86688,0.853567,0.773695,19.8608,0.8602235
8820,0.866347,0.853567,0.773163,19.8608,0.859957
8880,0.865282,0.853567,0.77263,19.8608,0.8594245
8940,0.86475,0.853567,0.773163,19.8608,0.8591585
9000,0.864217,0.853567,0.773163,19.8608,0.858892
9060,0.864217,0.8541,0.77263,19.9414,0.8591585
9120,0.863685,0.8541,0.772098,19.9414,0.8588925
9180,0.864217,0.8541,0.772098,19.8608,0.8591585
9240,0.864217,0.8541,0.771033,19.9414,0.8591585
9300,0.864217,0.854632,0.771033,19.8608,0.8594245
9360,0.863685,0.854632,0.771033,19.8608,0.8591585
9420,0.863685,0.854632,0.769968,19.8608,0.8591585
9480,0.863685,0.854632,0.769435,19.8608,0.8591585
9540,0.864217,0.854632,0.768903,19.8608,0.8594245
9600,0.864217,0.854632,0.76837,19.8608,0.8594245
9660,0.864217,0.854632,0.76837,19.8608,0.8594245
9720,0.864217,0.854632,0.767838,19.8608,0.8594245
9780,0.864217,0.854632,0.767838,19.9414,0.8594245
9840,0.86475,0.854632,0.766773,19.8608,0.859691
9900,0.86475,0.854632,0.765708,19.8608,0.859691
9960,0.86475,0.855165,0.766241,19.8608,0.8599575
10020,0.865282,0.855165,0.766773,19.8608,0.8602235
10080,0.86475,0.855165,0.767838,19.8608,0.8599575
10140,0.86475,0.855165,0.767305,19.8608,0.8599575
10200,0.86475,0.855697,0.767305,19.8608,0.8602235
10260,0.864217,0.855165,0.766241,19.9414,0.859691
10320,0.864217,0.855697,0.765176,19.8608,0.859957
10380,0.86475,0.855697,0.765176,19.8608,0.8602235
10440,0.864217,0.855697,0.766241,19.8608,0.859957
10500,0.86475,0.855697,0.766773,19.8608,0.8602235
10560,0.86475,0.85623,0.766773,19.8608,0.86049
10620,0.865282,0.85623,0.766241,19.8608,0.860756
10680,0.865282,0.85623,0.766241,19.8608,0.860756
10740,0.866347,0.856762,0.765708,19.8608,0.8615545
10800,0.866347,0.856762,0.766241,19.8608,0.8615545
10860,0.865282,0.857295,0.765176,19.8608,0.8612885
10920,0.86475,0.857295,0.765176,19.8608,0.8610225
10980,0.864217,0.856762,0.765176,19.8608,0.8604895
11040,0.863152,0.856762,0.763046,19.8608,0.859957
11100,0.863152,0.856762,0.764111,19.8608,0.859957
11160,0.86262,0.856762,0.764643,19.8608,0.859691
11220,0.863152,0.856762,0.764111,19.8608,0.859957
11280,0.863152,0.85623,0.765176,19.8608,0.859691
11340,0.863685,0.856762,0.765708,19.8608,0.8602235
11400,0.864217,0.856762,0.764643,19.8608,0.8604895
11460,0.864217,0.856762,0.765176,19.8608,0.8604895
11520,0.864217,0.856762,0.765176,19.8608,0.8604895
11580,0.863685,0.857295,0.765176,19.7803,0.86049
11640,0.863152,0.857295,0.766241,19.8608,0.8602235
11700,0.86262,0.857295,0.767305,19.8608,0.8599575
11760,0.862087,0.857295,0.767305,19.7803,0.859691
11820,0.862087,0.857295,0.766773,19.7803,0.859691
11880,0.861555,0.857295,0.767305,19.7803,0.859425
11940,0.861555,0.857295,0.767305,19.8608,0.859425
12000,0.861555,0.857827,0.766773,19.8608,0.859691
12060,0.862087,0.857827,0.766241,19.7803,0.859957
12120,0.86262,0.857827,0.766241,19.7803,0.8602235
12180,0.86262,0.857827,0.766241,19.7803,0.8602235
12240,0.863152,0.857827,0.766241,19.7803,0.8604895
12300,0.862087,0.85836,0.766241,19.7803,0.8602235
12360,0.86262,0.85836,0.766241,19.7803,0.86049
12420,0.863152,0.85836,0.766241,19.7803,0.860756
12480,0.863685,0.858892,0.766773,19.7803,0.8612885
12540,0.863685,0.858892,0.766241,19.7803,0.8612885
12600,0.863152,0.858892,0.766241,19.7803,0.861022
12660,0.863152,0.858892,0.765176,19.7803,0.861022
12720,0.863685,0.858892,0.765176,19.7803,0.8612885
12780,0.863152,0.858892,0.766241,19.7803,0.861022
12840,0.86262,0.858892,0.766773,19.7803,0.860756
12900,0.863685,0.85836,0.766773,19.7803,0.8610225
12960,0.864217,0.85836,0.766241,19.7803,0.8612885
13020,0.863685,0.857827,0.766773,19.6997,0.860756
13080,0.863152,0.857827,0.767305,19.7803,0.8604895
13140,0.863152,0.857827,0.767305,19.7803,0.8604895
13200,0.86262,0.857827,0.767838,19.6997,0.8602235
13260,0.86262,0.85836,0.767838,19.7803,0.86049
13320,0.86262,0.857827,0.767838,19.7803,0.8602235
13380,0.86262,0.85836,0.767838,19.7803,0.86049
13440,0.863152,0.857827,0.76837,19.6997,0.8604895
13500,0.863152,0.85836,0.767838,19.7803,0.860756
13560,0.86262,0.857827,0.767305,19.6997,0.8602235
13620,0.862087,0.857827,0.766773,19.6997,0.859957
13680,0.861555,0.857827,0.766241,19.6997,0.859691
13740,0.861022,0.857827,0.766241,19.7803,0.8594245
13800,0.861022,0.857827,0.765708,19.7803,0.8594245
13860,0.86049,0.857827,0.765176,19.6997,0.8591585
13920,0.86049,0.857827,0.764643,19.6997,0.8591585
13980,0.86049,0.857827,0.764643,19.6997,0.8591585
14040,0.86049,0.857827,0.764643,19.6997,0.8591585
14100,0.861022,0.85836,0.764111,19.6997,0.859691
14160,0.861022,0.85836,0.764643,19.6997,0.859691
14220,0.861022,0.857827,0.763578,19.6997,0.8594245
14280,0.861022,0.857827,0.764111,19.6997,0.8594245
14340,0.86049,0.857827,0.764111,19.6997,0.8591585
14400,0.86049,0.857827,0.764111,19.6997,0.8591585
14460,0.86049,0.857827,0.763578,19.6191,0.8591585
14520,0.861022,0.857827,0.763578,19.6997,0.8594245
14580,0.861555,0.857827,0.762513,19.6997,0.859691
14640,0.861555,0.857827,0.761981,19.6191,0.859691
14700,0.862087,0.857827,0.761448,19.6997,0.859957
14760,0.862087,0.857827,0.760383,19.6997,0.859957
14820,0.861555,0.857295,0.760383,19.6191,0.859425
14880,0.861022,0.857827,0.759851,19.6997,0.8594245
14940,0.861022,0.857827,0.759851,19.6997,0.8594245
15000,0.86049,0.857827,0.758786,19.6997,0.8591585
15060,0.86049,0.857827,0.758786,19.6997,0.8591585
15120,0.859957,0.857827,0.758253,19.6997,0.858892
15180,0.859957,0.857827,0.758253,19.6997,0.858892
15240,0.859957,0.85836,0.757721,19.6997,0.8591585
15300,0.859957,0.85836,0.757721,19.6191,0.8591585
15360,0.859957,0.85836,0.757721,19.6191,0.8591585
15420,0.86049,0.858892,0.757188,19.6997,0.859691
15480,0.86049,0.858892,0.756656,19.6191,0.859691
15540,0.859957,0.858892,0.756656,19.6997,0.8594245
15600,0.859957,0.858892,0.756656,19.6191,0.8594245
15660,0.86049,0.859425,0.756123,19.6191,0.8599575
15720,0.86049,0.859425,0.756123,19.6191,0.8599575
15780,0.861022,0.859425,0.755591,19.6191,0.8602235
15840,0.861022,0.859425,0.755058,19.6191,0.8602235
15900,0.861022,0.859957,0.754526,19.6191,0.8604895
15960,0.861555,0.859957,0.753993,19.6191,0.860756
16020,0.861022,0.86049,0.753993,19.6191,0.860756
16080,0.861022,0.86049,0.753461,19.5386,0.860756
16140,0.861022,0.861022,0.752396,19.6191,0.861022
16200,0.861022,0.861022,0.752396,19.6191,0.861022
16260,0.861022,0.861555,0.751864,19.5386,0.8612885
16320,0.861022,0.862087,0.750799,19.6191,0.8615545
16380,0.861022,0.862087,0.750799,19.6191,0.8615545
16440,0.861555,0.86262,0.750799,19.6191,0.8620875
16500,0.861022,0.86262,0.749734,19.5386,0.861821
16560,0.859957,0.863152,0.750266,19.6191,0.8615545
16620,0.859425,0.863152,0.749734,19.6191,0.8612885
16680,0.85836,0.863152,0.749734,19.6191,0.860756
16740,0.857295,0.863685,0.750266,19.5386,0.86049
16800,0.856762,0.864217,0.749734,19.6191,0.8604895
16860,0.85623,0.864217,0.749734,19.5386,0.8602235
16920,0.855697,0.864217,0.749734,19.6191,0.859957
16980,0.855697,0.864217,0.749201,19.6191,0.859957
17040,0.855165,0.86475,0.749734,19.5386,0.8599575
17100,0.855165,0.86475,0.749734,19.5386,0.8599575
17160,0.854632,0.86475,0.749201,19.6191,0.859691
17220,0.8541,0.865282,0.747604,19.6191,0.859691
17280,0.8541,0.865282,0.747604,19.5386,0.859691
17340,0.853567,0.865282,0.746539,19.5386,0.8594245
17400,0.853035,0.865282,0.746006,19.6191,0.8591585
17460,0.853035,0.865282,0.746006,19.5386,0.8591585
17520,0.852503,0.865282,0.746006,19.5386,0.8588925
17580,0.85197,0.865282,0.742279,19.5386,0.858626
17640,0.851438,0.865282,0.740681,19.5386,0.85836
17700,0.850373,0.865282,0.740149,19.5386,0.8578275
17760,0.84984,0.865282,0.739084,19.5386,0.857561
17820,0.849308,0.865282,0.739084,19.5386,0.857295
17880,0.848243,0.865282,0.738551,19.5386,0.8567625
17940,0.84771,0.86475,0.738019,19.458,0.85623
18000,0.847178,0.86475,0.736954,19.5386,0.855964
18060,0.847178,0.86475,0.737487,19.5386,0.855964
18120,0.846645,0.864217,0.736954,19.458,0.855431
18180,0.846113,0.864217,0.735889,19.458,0.855165
18240,0.84558,0.864217,0.735357,19.5386,0.8548985
18300,0.845048,0.863685,0.735357,19.458,0.8543665
18360,0.845048,0.863152,0.734292,19.5386,0.8541
18420,0.844515,0.86262,0.733227,19.5386,0.8535675
18480,0.843983,0.862087,0.733227,19.458,0.853035
18540,0.843983,0.861555,0.732694,19.458,0.852769
18600,0.84345,0.861022,0.732162,19.5386,0.852236
18660,0.84345,0.859957,0.730564,19.458,0.8517035
18720,0.842918,0.859957,0.730032,19.5386,0.8514375
18780,0.842918,0.858892,0.730564,19.5386,0.850905
18840,0.842385,0.85836,0.729499,19.458,0.8503725
18900,0.842385,0.85836,0.729499,19.458,0.8503725
18960,0.841853,0.857827,0.728967,19.458,0.84984
19020,0.841853,0.857295,0.727902,19.458,0.849574
19080,0.84132,0.85623,0.727369,19.458,0.848775
19140,0.84132,0.85623,0.727369,19.458,0.848775
19200,0.840788,0.855697,0.727369,19.458,0.8482425
19260,0.840788,0.854632,0.726837,19.458,0.84771
19320,0.840255,0.8541,0.726304,19.458,0.8471775
19380,0.840255,0.853567,0.726304,19.458,0.846911
19440,0.839723,0.853567,0.725772,19.458,0.846645
19500,0.839723,0.853035,0.724707,19.458,0.846379
19560,0.83919,0.852503,0.723642,19.458,0.8458465
19620,0.83919,0.851438,0.72311,19.458,0.845314
19680,0.838658,0.851438,0.72311,19.458,0.845048
19740,0.838658,0.850905,0.722577,19.458,0.8447815
19800,0.838126,0.850373,0.722045,19.3774,0.8442495
19860,0.838126,0.84984,0.721512,19.3774,0.843983
19920,0.837593,0.84984,0.720447,19.458,0.8437165
19980,0.837061,0.849308,0.720447,19.458,0.8431845
20040,0.837061,0.848775,0.719382,19.458,0.842918
20100,0.837061,0.848243,0.718317,19.3774,0.842652
20160,0.836528,0.848243,0.717252,19.3774,0.8423855
20220,0.836528,0.84771,0.71672,19.458,0.842119
20280,0.835996,0.84771,0.716187,19.3774,0.841853
20340,0.835463,0.847178,0.715122,19.3774,0.8413205
20400,0.835463,0.846645,0.713525,19.458,0.841054
20460,0.834931,0.846645,0.713525,19.3774,0.840788
20520,0.834931,0.846113,0.71246,19.3774,0.840522
20580,0.834398,0.846113,0.711395,19.3774,0.8402555
20640,0.834398,0.84558,0.71033,19.3774,0.839989
20700,0.833866,0.845048,0.709797,19.3774,0.839457
20760,0.833866,0.845048,0.708733,19.3774,0.839457
20820,0.833333,0.844515,0.707668,19.3774,0.838924
20880,0.833333,0.843983,0.707135,19.3774,0.838658
20940,0.832801,0.843983,0.706603,19.3774,0.838392
21000,0.832801,0.84345,0.70607,19.3774,0.8381255
21060,0.832268,0.84345,0.704473,19.3774,0.837859
21120,0.831736,0.842918,0.70394,19.3774,0.837327
21180,0.831203,0.842918,0.702875,19.3774,0.8370605
21240,0.831203,0.842385,0.70181,19.3774,0.836794
21300,0.830671,0.842385,0.700745,19.3774,0.836528
21360,0.830671,0.841853,0.69968,19.3774,0.836262
21420,0.830138,0.841853,0.698083,19.3774,0.8359955
21480,0.829606,0.84132,0.69755,19.3774,0.835463
21540,0.829606,0.84132,0.69542,19.3774,0.835463
21600,0.829073,0.840788,0.69542,19.3774,0.8349305
21660,0.828541,0.840788,0.693823,19.3774,0.8346645
21720,0.828541,0.840255,0.692758,19.3774,0.834398
21780,0.828008,0.839723,0.692226,19.3774,0.8338655
21840,0.828008,0.839723,0.691161,19.3774,0.8338655
21900,0.827476,0.83919,0.690096,19.3774,0.833333
21960,0.826943,0.83919,0.689563,19.3774,0.8330665
22020,0.826943,0.83919,0.687966,19.3774,0.8330665
22080,0.826411,0.838658,0.687433,19.3774,0.8325345
22140,0.825878,0.838658,0.685303,19.3774,0.832268
22200,0.825878,0.838658,0.684771,19.2969,0.832268
22260,0.825346,0.838126,0.684238,19.3774,0.831736
22320,0.825346,0.838126,0.682108,19.2969,0.831736
22380,0.824813,0.837593,0.680511,19.3774,0.831203
22440,0.824281,0.837593,0.678914,19.3774,0.830937
22500,0.824281,0.837593,0.676784,19.3774,0.830937
22560,0.823749,0.837061,0.675186,19.3774,0.830405
22620,0.823216,0.837061,0.673589,19.2969,0.8301385
22680,0.822684,0.836528,0.672524,19.2969,0.829606
22740,0.822151,0.836528,0.670926,19.3774,0.8293395
22800,0.822151,0.836528,0.670394,19.2969,0.8293395
22860,0.821619,0.835996,0.669329,19.2969,0.8288075
22920,0.821086,0.835996,0.667199,19.2969,0.828541
22980,0.821086,0.835463,0.665602,19.2969,0.8282745
23040,0.820554,0.835463,0.662939,19.2969,0.8280085
23100,0.820021,0.834931,0.661342,19.2969,0.827476
23160,0.820021,0.834931,0.659744,19.2969,0.827476
23220,0.819489,0.834931,0.658147,19.2969,0.82721
23280,0.818956,0.834398,0.656549,19.2969,0.826677
23340,0.818424,0.834398,0.654952,19.2969,0.826411
23400,0.817891,0.834398,0.652822,19.2969,0.8261445
23460,0.816826,0.833866,0.65016,19.2969,0.825346
23520,0.816294,0.833866,0.647497,19.2969,0.82508
23580,0.815761,0.833333,0.6459,19.2969,0.824547
23640,0.815761,0.833333,0.644302,19.2163,0.824547
23700,0.815229,0.833333,0.64164,19.2969,0.824281
23760,0.814696,0.832801,0.638445,19.2163,0.8237485
23820,0.814164,0.832801,0.635783,19.2163,0.8234825
23880,0.814164,0.832801,0.632055,19.2969,0.8234825
23940,0.813631,0.832268,0.628328,19.2163,0.8229495
24000,0.813099,0.831736,0.6246,19.2163,0.8224175
24060,0.812566,0.831736,0.619808,19.2163,0.822151
24120,0.812034,0.831203,0.613951,19.6997,0.8216185
24180,0.811501,0.831203,0.608626,19.7803,0.821352
24240,0.811501,0.831203,0.601704,19.6997,0.821352
24300,0.810969,0.830671,0.594781,19.6191,0.82082
24360,0.810436,0.830671,0.584664,19.5386,0.8205535
24420,0.809904,0.830671,0.57508,19.458,0.8202875
24480,0.809904,0.830138,0.5623,19.5386,0.820021
24540,0.809372,0.830138,0.546858,19.458,0.819755
24600,0.808839,0.829606,0.530884,19.458,0.8192225
24660,0.808839,0.829606,0.513844,19.3774,0.8192225
24720,0.808307,0.829073,0.497337,19.3774,0.81869
24780,0.807774,0.829073,0.481363,19.3774,0.8184235
24840,0.807242,0.828541,0.463259,19.2969,0.8178915
24900,0.806709,0.828541,0.446752,19.2969,0.817625
24960,0.806709,0.828541,0.431842,19.2969,0.817625
25020,0.805644,0.828008,0.417998,19.2969,0.816826
25080,0.805644,0.828008,0.404686,19.2969,0.816826
25140,0.805112,0.827476,0.394036,19.2163,0.816294
25200,0.804579,0.827476,0.383386,19.2969,0.8160275
25260,0.804579,0.826943,0.375932,19.2163,0.815761
25320,0.804047,0.826943,0.367944,19.2163,0.815495
25380,0.803514,0.826411,0.359957,19.2163,0.8149625
25440,0.802982,0.826411,0.353035,19.2163,0.8146965
25500,0.802449,0.826411,0.347178,19.2163,0.81443
25560,0.802449,0.825878,0.342385,19.2163,0.8141635
25620,0.801384,0.825878,0.337061,19.2163,0.813631
25680,0.801384,0.825346,0.331203,19.2163,0.813365
25740,0.800852,0.825346,0.326411,19.2163,0.813099
25800,0.800319,0.824813,0.321619,19.2163,0.812566
25860,0.800319,0.824813,0.316294,19.1357,0.812566
25920,0.799787,0.824281,0.312034,19.1357,0.812034
25980,0.799254,0.824281,0.307774,19.1357,0.8117675
26040,0.798722,0.823749,0.303514,19.1357,0.8112355
26100,0.798722,0.823749,0.298722,19.1357,0.8112355
26160,0.798189,0.823749,0.2918,19.2163,0.810969
26220,0.797657,0.823216,0.288072,19.1357,0.8104365
26280,0.797124,0.822684,0.284877,19.2163,0.809904
26340,0.796592,0.822684,0.28328,19.1357,0.809638
26400,0.796592,0.822684,0.281682,19.1357,0.809638
26460,0.796059,0.822151,0.278488,19.1357,0.809105
26520,0.795527,0.822151,0.277955,19.1357,0.808839
26580,0.794995,0.821619,0.275293,19.0552,0.808307
26640,0.794462,0.821619,0.2705,19.1357,0.8080405
26700,0.794462,0.821619,0.267838,19.1357,0.8080405
26760,0.79393,0.821086,0.264111,19.0552,0.807508
26820,0.793397,0.820554,0.261981,19.1357,0.8069755
26880,0.792865,0.820554,0.257721,19.1357,0.8067095
26940,0.792865,0.820021,0.254526,19.0552,0.806443
27000,0.792332,0.820021,0.251331,19.0552,0.8061765
27060,0.7918,0.819489,0.247604,19.1357,0.8056445
27120,0.791267,0.819489,0.244941,19.0552,0.805378
27180,0.791267,0.818956,0.242279,19.0552,0.8051115
27240,0.790735,0.818956,0.239084,19.1357,0.8048455
27300,0.790202,0.818424,0.237487,19.0552,0.804313
27360,0.790202,0.817891,0.234292,19.0552,0.8040465
27420,0.78967,0.817359,0.232162,19.0552,0.8035145
27480,0.789137,0.816826,0.229499,19.0552,0.8029815
27540,0.788605,0.816294,0.226837,19.0552,0.8024495
27600,0.788605,0.816294,0.224174,19.0552,0.8024495
27660,0.788072,0.816294,0.221512,19.1357,0.802183
27720,0.78754,0.815761,0.219915,18.9746,0.8016505
27780,0.78754,0.815229,0.21459,19.0552,0.8013845
27840,0.787007,0.815229,0.213525,19.0552,0.801118
27900,0.786475,0.814696,0.211395,18.9746,0.8005855
27960,0.785942,0.814696,0.209797,19.0552,0.800319
28020,0.785942,0.814164,0.2082,19.0552,0.800053
28080,0.78541,0.814164,0.206603,19.0552,0.799787
28140,0.78541,0.813631,0.203408,19.0552,0.7995205
28200,0.784877,0.815761,0.201278,19.0552,0.800319
28260,0.784345,0.815761,0.198615,18.9746,0.800053
28320,0.784345,0.815761,0.196485,19.0552,0.800053
28380,0.783812,0.815761,0.192758,18.9746,0.7997865
28440,0.783812,0.815229,0.190628,19.0552,0.7995205
28500,0.78328,0.815229,0.189031,19.0552,0.7992545
28560,0.782747,0.814696,0.187433,19.0552,0.7987215
28620,0.782747,0.814696,0.186368,18.9746,0.7987215
28680,0.782215,0.814164,0.184771,19.0552,0.7981895
