***SENSOR SELECTION
CH 1-Voltage(±1V)
CH 2-Voltage(±1V)
CH 3-Voltage(±1V)
INTERNAL
*** Sampling Rate 
1 Data Per 1 Min
*** Duration to Monitor  
1 Day
Start: 13-DEC-2022  05:24PM
Time(s),V,V,V,°C
4320,0.043663,0.846113,0.846645,22.6072
4380,0.043663,0.846645,0.847178,22.6072
4440,0.043663,0.846645,0.847710,22.6072
4500,0.043131,0.846645,0.847710,22.6072
4560,0.043131,0.846645,0.848243,22.5462
4620,0.043131,0.846645,0.848775,22.5462
4680,0.042598,0.847178,0.849308,22.5462
4740,0.042598,0.846645,0.849308,22.5462
4800,0.042598,0.847178,0.849308,22.5462
4860,0.042066,0.847178,0.849840,22.5462
4920,0.042066,0.847178,0.849840,22.5462
4980,0.041533,0.846645,0.850373,22.5462
5040,0.041533,0.846645,0.850373,22.5462
5100,0.041533,0.846645,0.850373,22.5462
5160,0.041001,0.846645,0.850373,22.5462
5220,0.041001,0.846645,0.850905,22.5462
5280,0.040468,0.846645,0.850905,22.5462
5340,0.040468,0.846645,0.850905,22.5462
5400,0.040468,0.846645,0.850905,22.5462
5460,0.040468,0.846113,0.850905,22.4852
5520,0.039936,0.846113,0.850373,22.4852
5580,0.039936,0.845580,0.850905,22.4852
5640,0.039403,0.845048,0.850905,22.4852
5700,0.039403,0.845048,0.850905,22.4852
5760,0.039403,0.844515,0.850905,22.4852
5820,0.038871,0.843983,0.850905,22.4852
5880,0.038871,0.843983,0.851438,22.4852
5940,0.038871,0.843450,0.851438,22.4852
6000,0.038871,0.842918,0.851438,22.4852
6060,0.038338,0.842918,0.850905,22.4852
6120,0.038338,0.842385,0.850905,22.4852
6180,0.038338,0.842385,0.850905,22.4242
6240,0.037806,0.841853,0.850905,22.4242
6300,0.037806,0.841853,0.850905,22.4242
6360,0.037806,0.841853,0.850905,22.4242
6420,0.037806,0.841853,0.850373,22.4242
6480,0.037806,0.841853,0.850373,22.4242
6540,0.037806,0.841853,0.850373,22.4242
6600,0.037273,0.841320,0.850373,22.4242
6660,0.037273,0.841320,0.850373,22.4242
6720,0.037273,0.841320,0.850373,22.4242
6780,0.036741,0.840788,0.850373,22.4242
6840,0.036741,0.840255,0.850373,22.4242
6900,0.036741,0.839723,0.850373,22.4242
6960,0.036741,0.839723,0.850373,22.4242
7020,0.036741,0.839190,0.850373,22.3631
7080,0.036741,0.838658,0.850373,22.3631
7140,0.036741,0.838658,0.850373,22.3631
7200,0.036209,0.838126,0.850373,22.3631
7260,0.036209,0.837593,0.850905,22.3631
7320,0.036209,0.837593,0.850905,22.3631
7380,0.036209,0.837061,0.850905,22.3631
7440,0.036209,0.837061,0.850905,22.3631
7500,0.035676,0.836528,0.850905,22.3631
7560,0.035676,0.836528,0.850905,22.3631
7620,0.035676,0.836528,0.850905,22.3631
7680,0.035676,0.835996,0.850905,22.3631
7740,0.035676,0.835996,0.850905,22.3631
7800,0.035676,0.835996,0.850905,22.3631
7860,0.035144,0.835996,0.850905,22.3631
7920,0.035144,0.835996,0.850905,22.3631
7980,0.035144,0.835463,0.850905,22.3631
8040,0.035144,0.835463,0.850905,22.3021
8100,0.035144,0.834931,0.850905,22.3021
8160,0.034611,0.834931,0.850905,22.3021
8220,0.034611,0.834398,0.850905,22.3021
8280,0.034611,0.833866,0.850905,22.3021
8340,0.035144,0.833333,0.850905,22.3021
8400,0.034611,0.832801,0.850905,22.3021
8460,0.034611,0.832801,0.850905,22.3021
8520,0.034611,0.832268,0.850373,22.3021
8580,0.034611,0.831736,0.850905,22.3021
8640,0.034079,0.831736,0.850905,22.3021
8700,0.034079,0.831203,0.850373,22.3021
8760,0.034079,0.830671,0.850905,22.3021
8820,0.034079,0.830671,0.850373,22.3021
8880,0.034079,0.830671,0.850373,22.3021
8940,0.033546,0.830138,0.850373,22.3021
9000,0.034079,0.830138,0.850373,22.3021
9060,0.034079,0.830138,0.850373,22.2411
9120,0.033546,0.830138,0.850373,22.2411
9180,0.033546,0.830138,0.849840,22.2411
9240,0.033546,0.830138,0.849840,22.2411
9300,0.033546,0.830138,0.849840,22.2411
9360,0.033546,0.830138,0.850373,22.2411
9420,0.033546,0.829606,0.850373,22.2411
9480,0.033546,0.829073,0.850373,22.2411
9540,0.033546,0.829073,0.849840,22.2411
9600,0.033014,0.829073,0.849840,22.2411
9660,0.033014,0.829073,0.849840,22.2411
9720,0.033014,0.829073,0.849840,22.2411
9780,0.033014,0.829073,0.849840,22.2411
9840,0.033014,0.828541,0.849840,22.2411
9900,0.033014,0.828541,0.849840,22.2411
9960,0.033014,0.828008,0.849840,22.2411
10020,0.033014,0.827476,0.849308,22.2411
10080,0.033014,0.826943,0.849308,22.2411
10140,0.032481,0.826943,0.849308,22.2411
10200,0.032481,0.826411,0.849840,22.1801
10260,0.032481,0.826411,0.849308,22.1801
10320,0.032481,0.826411,0.849308,22.1801
10380,0.032481,0.826411,0.848775,22.1801
10440,0.032481,0.825878,0.848775,22.1801
10500,0.032481,0.825878,0.849308,22.1801
10560,0.032481,0.825878,0.849308,22.1801
10620,0.032481,0.826411,0.849308,22.1801
10680,0.032481,0.826411,0.849308,22.1801
10740,0.032481,0.826943,0.849308,22.1801
10800,0.032481,0.827476,0.849308,22.1801
10860,0.032481,0.826943,0.849308,22.1801
10920,0.031949,0.826943,0.849840,22.1801
10980,0.031949,0.827476,0.849840,22.1801
11040,0.032481,0.828008,0.849840,22.1801
11100,0.031949,0.828541,0.850373,22.1191
11160,0.031949,0.829073,0.850373,22.1191
11220,0.032481,0.829073,0.850373,22.1191
11280,0.031949,0.829606,0.850373,22.1191
11340,0.031949,0.829606,0.850373,22.1191
11400,0.031949,0.829606,0.850905,22.1191
11460,0.031949,0.829073,0.850373,22.1191
11520,0.031949,0.828541,0.849840,22.1191
11580,0.031949,0.828541,0.849840,22.1191
11640,0.031949,0.828008,0.849840,22.1191
11700,0.031416,0.827476,0.849840,22.0580
11760,0.031416,0.826411,0.849840,22.0580
11820,0.031416,0.825878,0.850373,22.0580
11880,0.031416,0.825878,0.850905,22.0580
11940,0.030884,0.825346,0.850373,22.0580
12000,0.030884,0.825346,0.850373,22.0580
12060,0.030884,0.824813,0.850373,22.0580
12120,0.030884,0.824281,0.850373,22.0580
12180,0.030884,0.824281,0.850373,22.0580
12240,0.030884,0.823749,0.850373,22.0580
12300,0.030884,0.823216,0.849840,22.0580
12360,0.030351,0.823749,0.849308,22.0580
12420,0.030351,0.823749,0.849308,22.0580
12480,0.030351,0.823749,0.849308,22.0580
12540,0.029819,0.823749,0.849840,22.0580
12600,0.029819,0.823216,0.849840,22.0580
12660,0.029819,0.822684,0.849308,21.9970
12720,0.029819,0.822151,0.849308,21.9970
12780,0.029819,0.822151,0.849308,21.9970
12840,0.029286,0.821619,0.848775,21.9970
12900,0.029286,0.821619,0.848243,21.9970
12960,0.029286,0.821086,0.848775,21.9970
13020,0.029286,0.820554,0.848775,21.9970
13080,0.028754,0.820554,0.849308,21.9970
13140,0.028754,0.820021,0.849308,21.9970
13200,0.028754,0.818956,0.849308,21.9970
13260,0.028754,0.817891,0.849308,21.9970
13320,0.028754,0.816826,0.849308,21.9970
13380,0.028221,0.816294,0.849308,21.9970
13440,0.028221,0.815229,0.849840,21.9970
13500,0.028221,0.814696,0.850373,21.9970
13560,0.028221,0.813631,0.850905,21.9970
13620,0.028221,0.813099,0.851438,21.9970
13680,0.028221,0.812034,0.851438,21.9970
13740,0.027689,0.811501,0.849840,21.9970
13800,0.027689,0.810969,0.848775,21.9970
13860,0.027689,0.809904,0.848243,21.9970
13920,0.027689,0.809372,0.847178,21.9970
13980,0.028221,0.808839,0.846645,21.9970
14040,0.027689,0.808307,0.846113,21.9970
14100,0.027689,0.807774,0.845580,21.9970
14160,0.027156,0.807242,0.845048,21.9970
14220,0.027156,0.806177,0.844515,21.9970
14280,0.027156,0.805644,0.845048,21.9970
14340,0.026624,0.805112,0.844515,21.9970
14400,0.026624,0.804579,0.844515,21.9970
14460,0.026624,0.804579,0.843983,21.9970
14520,0.026624,0.804579,0.843983,21.9970
14580,0.026624,0.804579,0.843450,21.9970
14640,0.026091,0.804579,0.842918,21.9970
14700,0.026091,0.804047,0.842918,21.9360
14760,0.026091,0.803514,0.842918,21.9360
14820,0.026091,0.802982,0.842385,21.9360
14880,0.025559,0.801917,0.842385,21.9360
14940,0.025559,0.800319,0.841853,21.9360
15000,0.025559,0.798722,0.841320,21.9360
15060,0.025559,0.797124,0.841320,21.9360
15120,0.025559,0.795527,0.840788,21.9360
15180,0.025559,0.794462,0.840255,21.9360
15240,0.025026,0.793397,0.840255,21.9360
15300,0.025026,0.791800,0.840255,21.9360
15360,0.025026,0.790735,0.839723,21.9360
15420,0.025026,0.790202,0.839723,21.9360
15480,0.024494,0.789137,0.839190,21.9360
15540,0.024494,0.788072,0.839190,21.9360
15600,0.024494,0.787007,0.838658,21.9360
15660,0.024494,0.785942,0.838126,21.9360
15720,0.023961,0.784877,0.838126,21.9360
15780,0.023961,0.783812,0.837593,21.9360
15840,0.023961,0.782747,0.837593,21.9360
15900,0.023961,0.781682,0.837593,21.9360
15960,0.023961,0.780618,0.837593,21.9360
16020,0.023429,0.779553,0.838126,21.9360
16080,0.023961,0.778488,0.838126,21.9360
16140,0.023429,0.777955,0.837593,21.9360
16200,0.023429,0.776890,0.837593,21.9360
16260,0.023429,0.775825,0.837593,21.9360
16320,0.023429,0.774760,0.837593,21.9360
16380,0.023429,0.774228,0.837061,21.9360
16440,0.022896,0.773163,0.835996,21.9360
16500,0.022896,0.772098,0.835463,21.9360
16560,0.022896,0.771033,0.835463,21.9360
16620,0.022896,0.769968,0.834931,21.9360
16680,0.022896,0.768903,0.834398,21.9360
16740,0.022896,0.768370,0.833333,21.9360
16800,0.022364,0.767305,0.832801,21.9360
16860,0.022364,0.766773,0.831736,21.9360
16920,0.022364,0.765708,0.831203,21.9360
16980,0.022364,0.765176,0.830671,21.9360
17040,0.022364,0.764111,0.830138,21.9360
17100,0.022364,0.763046,0.830138,21.9360
17160,0.022364,0.762513,0.829606,21.8750
17220,0.022364,0.761448,0.829073,21.8750
17280,0.022364,0.760916,0.828541,21.8750
17340,0.021832,0.759851,0.828008,21.8750
17400,0.021832,0.759318,0.827476,21.8750
17460,0.021832,0.758253,0.826943,21.8750
17520,0.021832,0.757721,0.825878,21.8750
17580,0.021832,0.757188,0.825346,21.8750
17640,0.021299,0.756123,0.824813,21.8750
17700,0.021299,0.755591,0.823749,21.8750
17760,0.021299,0.754526,0.823216,21.8750
17820,0.021299,0.753993,0.822151,21.8750
17880,0.021299,0.752928,0.821619,21.8750
17940,0.021299,0.752396,0.820554,21.9360
18000,0.021299,0.751331,0.820021,21.8750
18060,0.020767,0.750799,0.818956,21.8750
18120,0.020767,0.749734,0.818424,21.8750
18180,0.020767,0.749201,0.817359,21.8750
18240,0.020767,0.748669,0.816826,21.8750
18300,0.020767,0.747604,0.815761,21.8750
18360,0.020767,0.747071,0.815229,21.8750
18420,0.020767,0.746539,0.814164,21.8750
18480,0.020767,0.745474,0.813099,21.8750
18540,0.020234,0.744941,0.812566,21.8750
18600,0.020234,0.744409,0.811501,21.8750
18660,0.020234,0.743344,0.810436,21.8750
18720,0.020234,0.742811,0.809372,21.8750
18780,0.020234,0.742279,0.808307,21.8750
18840,0.020234,0.741746,0.807774,21.8750
18900,0.020234,0.741214,0.806709,21.8750
18960,0.020234,0.740681,0.805644,21.8750
19020,0.020234,0.740149,0.804579,21.8750
19080,0.019702,0.739084,0.804047,21.8750
19140,0.019702,0.738551,0.802982,21.8750
19200,0.019702,0.738019,0.801917,21.8750
19260,0.019702,0.737487,0.800852,21.8750
19320,0.019702,0.736954,0.800319,21.8750
19380,0.019702,0.736422,0.799254,21.8750
19440,0.019702,0.735889,0.798189,21.8750
19500,0.019702,0.735357,0.797124,21.8750
19560,0.019702,0.734824,0.796592,21.8750
19620,0.019702,0.734292,0.795527,21.8750
19680,0.019702,0.733759,0.794995,21.8750
19740,0.019702,0.733227,0.793930,21.8750
19800,0.019169,0.732694,0.793397,21.8750
19860,0.019169,0.732162,0.792332,21.8750
19920,0.019169,0.731629,0.791800,21.8750
19980,0.019169,0.731097,0.790735,21.8750
20040,0.019169,0.730564,0.790202,21.8750
20100,0.019169,0.730564,0.789137,21.8750
20160,0.019169,0.730032,0.788605,21.8140
20220,0.019169,0.729499,0.788072,21.8750
20280,0.019169,0.728967,0.787540,21.8140
20340,0.019169,0.728967,0.786475,21.8140
20400,0.019169,0.728434,0.785942,21.8140
20460,0.019169,0.727902,0.785410,21.8140
20520,0.019169,0.727369,0.784345,21.8140
20580,0.019169,0.727369,0.783812,21.8140
20640,0.019169,0.726837,0.783280,21.8140
20700,0.019169,0.726304,0.782747,21.8140
20760,0.019169,0.725772,0.782215,21.8140
20820,0.019169,0.725772,0.781682,21.8140
20880,0.019169,0.725239,0.781150,21.8140
20940,0.019169,0.724707,0.780618,21.8140
21000,0.019169,0.724707,0.780085,21.8140
21060,0.018637,0.724174,0.779553,21.8140
21120,0.018637,0.723642,0.778488,21.8140
21180,0.019169,0.723642,0.777955,21.8140
21240,0.018637,0.723110,0.777423,21.8140
21300,0.018637,0.722577,0.776890,21.8140
21360,0.018637,0.722577,0.776358,21.8140
21420,0.018637,0.722045,0.775825,21.8140
21480,0.019169,0.721512,0.775293,21.8140
21540,0.018637,0.721512,0.774760,21.8140
21600,0.018637,0.720980,0.774228,21.8140
21660,0.018637,0.720447,0.773695,21.8140
21720,0.018637,0.720447,0.773163,21.8140
21780,0.018637,0.719915,0.772630,21.8140
21840,0.018637,0.719382,0.772098,21.8140
21900,0.018637,0.719382,0.771565,21.8140
21960,0.018637,0.718850,0.771033,21.8140
22020,0.018637,0.718317,0.770500,21.8140
22080,0.018637,0.718317,0.770500,21.8140
22140,0.018637,0.717785,0.769968,21.8140
22200,0.018637,0.717785,0.769435,21.8140
22260,0.018637,0.717252,0.768903,21.8140
22320,0.018637,0.717252,0.768370,21.8140
22380,0.018637,0.716720,0.767838,21.8140
22440,0.018637,0.716187,0.767305,21.8140
22500,0.018637,0.716187,0.766773,21.8140
22560,0.018637,0.715655,0.766241,21.8140
22620,0.018637,0.715122,0.766241,21.8140
22680,0.018637,0.715122,0.765708,21.8140
22740,0.018637,0.714590,0.765176,21.8140
22800,0.018637,0.714590,0.764643,21.8140
22860,0.018637,0.714057,0.764111,21.8140
22920,0.018637,0.713525,0.763578,21.8140
22980,0.018637,0.713525,0.763578,21.8140
23040,0.018104,0.712992,0.763046,21.8140
23100,0.018637,0.712460,0.762513,21.8140
23160,0.018104,0.712460,0.761981,21.8140
23220,0.018104,0.711927,0.761448,21.8140
23280,0.018104,0.711395,0.760916,21.8140
23340,0.018104,0.711395,0.760916,21.8140
23400,0.018104,0.710862,0.760383,21.8140
23460,0.018104,0.710862,0.759851,21.8140
23520,0.018104,0.710330,0.759318,21.8140
23580,0.018104,0.710330,0.759318,21.8140
23640,0.018104,0.709797,0.758786,21.8140
23700,0.018104,0.709265,0.758253,21.8140
23760,0.018104,0.709265,0.757721,21.8140
23820,0.018104,0.708733,0.757721,21.7529
23880,0.018104,0.708733,0.757188,21.8140
23940,0.018104,0.708200,0.756656,21.7529
24000,0.018104,0.708200,0.756656,21.7529
24060,0.018104,0.707668,0.756123,21.7529
24120,0.018104,0.707668,0.755591,21.7529
24180,0.018104,0.707135,0.755058,21.7529
24240,0.018104,0.706603,0.755058,21.7529
24300,0.018104,0.706603,0.754526,21.7529
24360,0.018104,0.706070,0.753993,21.7529
24420,0.018104,0.706070,0.753993,21.7529
24480,0.018104,0.705538,0.753461,21.7529
24540,0.018104,0.705538,0.752928,21.7529
24600,0.018104,0.705005,0.752928,21.7529
24660,0.018104,0.705005,0.752396,21.7529
24720,0.018104,0.704473,0.751864,21.7529
24780,0.018104,0.704473,0.751331,21.7529
24840,0.017572,0.703940,0.751331,21.7529
24900,0.018104,0.703940,0.750799,21.7529
24960,0.018104,0.703408,0.750266,21.7529
25020,0.018104,0.703408,0.750266,21.7529
25080,0.017572,0.702875,0.749734,21.7529
25140,0.017572,0.702343,0.749734,21.7529
25200,0.018104,0.702343,0.749201,21.7529
25260,0.017572,0.701810,0.748669,21.7529
25320,0.017572,0.701810,0.748669,21.7529
25380,0.018104,0.701278,0.748136,21.7529
25440,0.018104,0.700745,0.748136,21.7529
25500,0.017572,0.700745,0.747604,21.7529
25560,0.017572,0.700213,0.747071,21.7529
25620,0.017572,0.700213,0.747071,21.7529
25680,0.017572,0.699680,0.746539,21.7529
25740,0.017572,0.699680,0.746539,21.7529
25800,0.017572,0.699148,0.746006,21.7529
25860,0.017572,0.699148,0.745474,21.7529
25920,0.017572,0.698615,0.745474,21.7529
25980,0.017572,0.698615,0.744941,21.7529
26040,0.017572,0.698083,0.744941,21.7529
26100,0.017572,0.698083,0.744409,21.7529
26160,0.017572,0.697550,0.743876,21.7529
26220,0.017572,0.697550,0.743876,21.7529
26280,0.017572,0.697018,0.743344,21.7529
26340,0.017572,0.697018,0.743344,21.7529
26400,0.017572,0.696485,0.742811,21.7529
26460,0.017572,0.696485,0.742811,21.7529
26520,0.017572,0.695953,0.742279,21.7529
26580,0.017572,0.695953,0.742279,21.7529
26640,0.017572,0.695420,0.741746,21.7529
26700,0.017572,0.695420,0.741214,21.7529
26760,0.017572,0.694888,0.741214,21.7529
26820,0.017572,0.694888,0.740681,21.7529
26880,0.017572,0.694356,0.740681,21.7529
26940,0.017572,0.694356,0.740149,21.7529
27000,0.017572,0.693823,0.740149,21.7529
27060,0.017572,0.693823,0.739616,21.7529
27120,0.017572,0.693823,0.739616,21.6919
27180,0.017039,0.693291,0.739084,21.7529
27240,0.017572,0.693291,0.738551,21.7529
27300,0.017572,0.692758,0.738551,21.7529
27360,0.017572,0.692758,0.738019,21.7529
27420,0.017572,0.692758,0.738019,21.7529
27480,0.017572,0.692226,0.737487,21.7529
27540,0.017039,0.692226,0.737487,21.6919
27600,0.017039,0.692226,0.736954,21.6919
27660,0.017572,0.691693,0.736954,21.7529
27720,0.017572,0.691693,0.736422,21.7529
27780,0.017572,0.691693,0.736422,21.7529
27840,0.017039,0.691161,0.735889,21.6919
27900,0.017572,0.691161,0.735889,21.6919
27960,0.017572,0.690628,0.735357,21.6919
28020,0.017572,0.690628,0.735357,21.6919
28080,0.017572,0.690628,0.734824,21.6919
28140,0.017572,0.690096,0.734292,21.6919
28200,0.017572,0.690096,0.734292,21.6919
28260,0.017572,0.690096,0.734292,21.6919
28320,0.017572,0.689563,0.733759,21.6919
28380,0.017039,0.689563,0.733759,21.6919
28440,0.017039,0.689563,0.733227,21.6919
28500,0.017039,0.689563,0.732694,21.6919
28560,0.017039,0.689031,0.732694,21.6919
28620,0.017039,0.689031,0.732694,21.6919
28680,0.017039,0.688498,0.732162,21.6919
28740,0.017039,0.688498,0.731629,21.6919
28800,0.017039,0.688498,0.731629,21.6919
28860,0.017039,0.687966,0.731097,21.6919
28920,0.017039,0.687966,0.731097,21.6919
28980,0.017039,0.687966,0.730564,21.6919
29040,0.017039,0.687433,0.730564,21.6919
29100,0.017039,0.687433,0.730032,21.6919
29160,0.017039,0.687433,0.730032,21.6919
29220,0.017039,0.686901,0.729499,21.6919
29280,0.017039,0.686901,0.729499,21.6919
29340,0.017039,0.686368,0.728967,21.6919
29400,0.017039,0.686368,0.728967,21.6919
29460,0.017039,0.686368,0.728434,21.6919
29520,0.017039,0.685836,0.728434,21.6919
29580,0.017039,0.685836,0.727902,21.6919
29640,0.017039,0.685836,0.727902,21.6919
29700,0.017039,0.685303,0.727902,21.6919
29760,0.017039,0.685303,0.727369,21.6919
29820,0.017039,0.685303,0.727369,21.6919
29880,0.017039,0.684771,0.726837,21.6919
29940,0.017039,0.684771,0.726837,21.6919
30000,0.017039,0.684238,0.726304,21.6919
30060,0.017039,0.684238,0.726304,21.6919
30120,0.017039,0.684238,0.725772,21.6919
30180,0.017039,0.683706,0.725772,21.6919
30240,0.017039,0.683706,0.725772,21.6919
30300,0.017039,0.683706,0.725239,21.6919
30360,0.017039,0.683173,0.725239,21.6919
30420,0.017039,0.683173,0.724707,21.6919
30480,0.017039,0.683173,0.724707,21.6919
30540,0.017039,0.682641,0.724174,21.6919
30600,0.017039,0.682641,0.724174,21.6919
30660,0.017039,0.682641,0.723642,21.6919
30720,0.017039,0.682108,0.723642,21.6919
30780,0.017039,0.682108,0.723642,21.6919
30840,0.017039,0.682108,0.723110,21.6919
30900,0.017039,0.682108,0.723110,21.6919
30960,0.017039,0.681576,0.722577,21.6919
31020,0.017039,0.681576,0.722577,21.6919
31080,0.017039,0.681576,0.722045,21.6309
31140,0.017039,0.681043,0.722045,21.6309
31200,0.017039,0.681043,0.722045,21.6309
31260,0.017039,0.681043,0.721512,21.6309
31320,0.017039,0.680511,0.721512,21.6309
31380,0.017039,0.680511,0.720980,21.6309
31440,0.017039,0.680511,0.720980,21.6309
31500,0.017039,0.679979,0.720980,21.6309
31560,0.017039,0.679979,0.720447,21.6309
31620,0.017039,0.679979,0.720447,21.6309
31680,0.017039,0.679446,0.719915,21.6309
31740,0.017039,0.679446,0.719915,21.6309
31800,0.017039,0.679446,0.719382,21.6309
31860,0.017039,0.679446,0.719382,21.6309
31920,0.017039,0.678914,0.719382,21.5699
31980,0.017039,0.678914,0.718850,21.5699
32040,0.017039,0.678914,0.718850,21.5699
32100,0.017039,0.678914,0.718850,21.5699
32160,0.017039,0.678381,0.718317,21.5699
32220,0.017039,0.678381,0.718317,21.5699
32280,0.017039,0.678381,0.717785,21.5699
32340,0.017039,0.677849,0.717785,21.5699
32400,0.017039,0.677849,0.717252,21.5699
32460,0.017039,0.677849,0.717252,21.5699
32520,0.017039,0.677316,0.717252,21.5699
32580,0.017039,0.677316,0.716720,21.5699
32640,0.017039,0.677316,0.716720,21.5699
32700,0.017039,0.677316,0.716720,21.5699
32760,0.017039,0.676784,0.716187,21.5699
32820,0.017039,0.676784,0.716187,21.5699
32880,0.017039,0.676784,0.715655,21.5699
32940,0.017039,0.676251,0.715655,21.5699
33000,0.017039,0.676251,0.715655,21.5699
33060,0.016507,0.676251,0.715122,21.5699
33120,0.016507,0.676251,0.715122,21.5699
33180,0.016507,0.675719,0.715122,21.5699
33240,0.016507,0.675719,0.714590,21.5699
33300,0.016507,0.675719,0.714590,21.6309
33360,0.016507,0.675719,0.714590,21.5699
33420,0.016507,0.675186,0.714057,21.5699
33480,0.016507,0.675186,0.714057,21.5699
33540,0.016507,0.675186,0.714057,21.5699
33600,0.016507,0.674654,0.713525,21.5699
33660,0.016507,0.674654,0.713525,21.5699
33720,0.016507,0.674654,0.713525,21.5699
33780,0.016507,0.674121,0.712992,21.5699
33840,0.016507,0.674121,0.712992,21.5699
33900,0.016507,0.674121,0.712460,21.5699
33960,0.016507,0.674121,0.712460,21.5699
34020,0.016507,0.673589,0.712460,21.5699
34080,0.016507,0.673589,0.711927,21.5699
34140,0.016507,0.673589,0.711927,21.5699
34200,0.016507,0.673056,0.711927,21.5699
34260,0.016507,0.673056,0.711395,21.5699
34320,0.016507,0.673056,0.711395,21.5699
34380,0.016507,0.672524,0.711395,21.5699
34440,0.016507,0.672524,0.710862,21.5699
34500,0.016507,0.671991,0.710862,21.5699
34560,0.016507,0.671991,0.710862,21.5699
34620,0.016507,0.671991,0.710862,21.5699
34680,0.016507,0.671459,0.710330,21.5699
34740,0.016507,0.671459,0.710330,21.5699
34800,0.016507,0.671459,0.709797,21.5699
34860,0.016507,0.670926,0.709797,21.5699
34920,0.016507,0.670926,0.709797,21.5699
34980,0.016507,0.670926,0.709265,21.5699
35040,0.015974,0.670926,0.709265,21.5699
35100,0.015974,0.670394,0.709265,21.5699
35160,0.015974,0.670394,0.708733,21.5699
35220,0.015974,0.670394,0.708733,21.5699
35280,0.015974,0.669861,0.708733,21.5699
35340,0.015974,0.669861,0.708200,21.5699
35400,0.015974,0.669861,0.708200,21.5699
35460,0.015974,0.669861,0.708200,21.5699
35520,0.015974,0.669861,0.708200,21.5699
35580,0.015974,0.669329,0.707668,21.5699
35640,0.015974,0.669329,0.707668,21.5699
35700,0.015974,0.669329,0.707668,21.5699
35760,0.015974,0.669329,0.707135,21.5699
