***SENSOR SELECTION
CH 1-Voltage(±1V)
CH 2-Voltage(±1V)
CH 3-Voltage(±1V)
INTERNAL
*** Sampling Rate 
1 Data Per 1 Min
*** Duration to Monitor  
1 Day
Start: 
Time(s),V,V,V,°C
8160,0.791267,0.793930,0.774760,22.2778
8220,0.790735,0.793930,0.774228,22.3584
8280,0.790202,0.792865,0.773695,22.3584
8340,0.789670,0.792332,0.772630,22.3584
8400,0.789137,0.791800,0.771565,22.2778
8460,0.788605,0.791800,0.771033,22.3584
8520,0.788072,0.790735,0.770500,22.2778
8580,0.787540,0.790202,0.769435,22.2778
8640,0.787007,0.789137,0.768903,22.3584
8700,0.785942,0.788605,0.768370,22.2778
8760,0.785410,0.788072,0.767305,22.2778
8820,0.784345,0.788072,0.766773,22.3584
8880,0.783812,0.787540,0.766241,22.2778
8940,0.783280,0.787540,0.765176,22.2778
9000,0.783280,0.787007,0.764643,22.2778
9060,0.782215,0.786475,0.764111,22.2778
9120,0.781682,0.785410,0.763046,22.2778
9180,0.781150,0.784877,0.762513,22.2778
9240,0.780085,0.784345,0.761981,22.2778
9300,0.779553,0.783812,0.760916,22.2778
9360,0.778488,0.783280,0.760383,22.3584
9420,0.777955,0.782215,0.759318,22.2778
9480,0.776890,0.781682,0.758786,22.2778
9540,0.776358,0.781150,0.757721,22.2778
9600,0.775825,0.780618,0.757188,22.2778
9660,0.774760,0.780085,0.756123,22.2778
9720,0.774228,0.779553,0.755591,22.2778
9780,0.773163,0.779020,0.754526,22.2778
9840,0.772630,0.777955,0.753461,22.2778
9900,0.771565,0.776890,0.752396,22.2778
9960,0.771033,0.776358,0.751331,22.2778
10020,0.770500,0.775825,0.749201,22.2778
10080,0.769968,0.775293,0.748136,22.2778
10140,0.768903,0.774760,0.747071,22.2778
10200,0.768370,0.774228,0.746006,22.1972
10260,0.767838,0.773163,0.744941,22.1972
10320,0.766773,0.772630,0.743876,22.2778
10380,0.766241,0.771033,0.742811,22.2778
10440,0.765708,0.770500,0.741746,22.2778
10500,0.765176,0.769435,0.741214,22.2778
10560,0.764111,0.768903,0.740681,22.2778
10620,0.763046,0.767838,0.739616,22.2778
10680,0.762513,0.766773,0.738551,22.2778
10740,0.761981,0.765708,0.737487,22.2778
10800,0.760383,0.764643,0.736954,22.2778
10860,0.759851,0.763046,0.735889,22.1972
10920,0.758786,0.761981,0.734824,22.1972
10980,0.757721,0.760916,0.734292,22.1972
11040,0.756656,0.759851,0.733227,22.2778
11100,0.755591,0.758786,0.732162,22.2778
11160,0.754526,0.757188,0.731097,22.1972
11220,0.753461,0.756123,0.730032,22.1972
11280,0.752396,0.755058,0.728967,22.1972
11340,0.751331,0.753993,0.727902,22.2778
11400,0.749734,0.752928,0.726837,22.1972
11460,0.748669,0.751864,0.725772,22.2778
11520,0.747604,0.750266,0.724174,22.1972
11580,0.746539,0.748669,0.723642,22.1972
11640,0.745474,0.747604,0.722577,22.1972
11700,0.744409,0.746539,0.721512,22.1972
11760,0.743344,0.745474,0.720980,22.1972
11820,0.742279,0.744409,0.719915,22.2778
11880,0.741214,0.743344,0.719915,22.1972
11940,0.740149,0.742811,0.718850,22.1167
12000,0.739084,0.741746,0.718850,22.1972
12060,0.738551,0.740681,0.717785,22.1972
12120,0.737487,0.739616,0.717785,22.1972
12180,0.736422,0.739084,0.717252,22.1972
12240,0.735357,0.738551,0.716720,22.1972
12300,0.734824,0.737487,0.716187,22.1167
12360,0.733759,0.736954,0.715655,22.1972
12420,0.733227,0.735889,0.715122,22.1167
12480,0.732162,0.735357,0.715122,22.1167
12540,0.731629,0.734824,0.714590,22.1972
12600,0.731097,0.734292,0.714057,22.1167
12660,0.730564,0.733759,0.713525,22.1972
12720,0.730032,0.733227,0.713525,22.1167
12780,0.729499,0.732694,0.712992,22.1167
12840,0.728967,0.732162,0.712460,22.1167
12900,0.728434,0.732162,0.711927,22.1167
12960,0.727902,0.731097,0.711395,22.1167
13020,0.727369,0.731097,0.711395,22.1167
13080,0.726837,0.730564,0.710862,22.1167
13140,0.726304,0.730032,0.710330,22.1167
13200,0.726304,0.730032,0.710330,22.0361
13260,0.725772,0.729499,0.710330,22.1167
13320,0.725239,0.728967,0.709797,22.1167
13380,0.725239,0.728434,0.709265,22.1167
13440,0.725239,0.728434,0.709265,22.1167
13500,0.724707,0.728434,0.709265,22.1167
13560,0.724707,0.727902,0.708733,22.1167
13620,0.724174,0.727369,0.708733,22.1167
13680,0.724174,0.727369,0.708200,22.1167
13740,0.724174,0.727369,0.708200,22.1167
13800,0.724174,0.726837,0.707668,22.0361
13860,0.723642,0.726837,0.707668,22.0361
13920,0.723642,0.726304,0.707668,22.0361
13980,0.723110,0.725772,0.707135,22.1167
14040,0.723110,0.725239,0.707135,22.0361
14100,0.723110,0.725239,0.706603,22.0361
14160,0.722577,0.724707,0.706603,22.1167
14220,0.722577,0.724707,0.706603,22.0361
14280,0.722045,0.724174,0.706070,22.0361
14340,0.722045,0.724707,0.706070,22.0361
14400,0.722045,0.724174,0.705538,22.0361
14460,0.721512,0.724174,0.705005,22.0361
14520,0.721512,0.724174,0.705005,22.0361
14580,0.720980,0.724174,0.705005,22.0361
14640,0.720980,0.724174,0.704473,22.0361
14700,0.720447,0.724174,0.703408,22.0361
14760,0.719915,0.723642,0.702875,22.0361
14820,0.719915,0.723110,0.702343,22.0361
14880,0.719382,0.722577,0.702343,22.0361
14940,0.719382,0.722045,0.702343,22.0361
15000,0.719382,0.720980,0.702343,21.9555
15060,0.719382,0.720447,0.702343,22.0361
15120,0.718850,0.719915,0.702343,22.0361
15180,0.718317,0.719382,0.702343,22.0361
15240,0.718317,0.719382,0.702343,22.0361
15300,0.718317,0.718850,0.701810,22.0361
15360,0.718317,0.718317,0.701278,22.0361
15420,0.717785,0.717785,0.701810,22.0361
15480,0.717785,0.717252,0.701278,21.9555
15540,0.717252,0.716720,0.701278,21.9555
15600,0.717252,0.716720,0.701278,22.0361
15660,0.716720,0.716720,0.701278,22.0361
15720,0.716187,0.716187,0.701810,21.9555
15780,0.715655,0.715655,0.701278,21.9555
15840,0.715655,0.715655,0.700745,22.0361
15900,0.715655,0.715122,0.700213,21.9555
15960,0.715122,0.715122,0.700213,21.9555
16020,0.715122,0.714590,0.699680,21.9555
16080,0.715122,0.714057,0.699680,21.9555
16140,0.714590,0.714057,0.699148,22.0361
16200,0.714590,0.713525,0.699148,21.9555
16260,0.714590,0.713525,0.698615,21.9555
16320,0.715122,0.713525,0.698083,21.9555
16380,0.715655,0.713525,0.698083,22.0361
16440,0.715655,0.712992,0.697018,21.9555
16500,0.715122,0.712992,0.696485,21.9555
16560,0.715122,0.712460,0.696485,21.9555
16620,0.715122,0.711927,0.696485,21.9555
16680,0.715122,0.712460,0.695953,21.9555
16740,0.714590,0.711927,0.695420,21.9555
16800,0.714590,0.711927,0.695420,21.9555
16860,0.714590,0.711927,0.694888,21.9555
16920,0.714057,0.711927,0.694888,21.9555
16980,0.714057,0.711395,0.694356,21.9555
17040,0.714057,0.711395,0.694356,21.9555
17100,0.713525,0.711395,0.693823,21.9555
17160,0.713525,0.710862,0.693823,21.9555
17220,0.713525,0.710862,0.693823,21.9555
17280,0.713525,0.710330,0.693823,21.9555
17340,0.713525,0.709797,0.693291,21.8750
17400,0.712992,0.709797,0.693291,21.9555
17460,0.712992,0.709265,0.693291,21.9555
17520,0.712992,0.709265,0.693291,21.8750
17580,0.712992,0.709265,0.693291,21.9555
17640,0.712992,0.709265,0.692758,21.9555
17700,0.712992,0.708733,0.692758,21.8750
17760,0.712992,0.708733,0.692758,21.8750
17820,0.712992,0.708200,0.693291,21.8750
17880,0.712460,0.707668,0.692758,21.8750
17940,0.711927,0.707668,0.692758,21.9555
18000,0.711927,0.707668,0.692758,21.8750
18060,0.711395,0.707135,0.692226,21.8750
18120,0.710862,0.707135,0.692226,21.8750
18180,0.710330,0.706603,0.692226,21.8750
18240,0.710330,0.706603,0.691693,21.8750
18300,0.709797,0.706070,0.691693,21.8750
18360,0.709265,0.706070,0.691161,21.8750
18420,0.708733,0.705538,0.690628,21.8750
18480,0.708200,0.705005,0.690096,21.8750
18540,0.707668,0.705005,0.690096,21.8750
18600,0.707135,0.704473,0.690096,21.8750
18660,0.706603,0.703940,0.689563,21.8750
18720,0.706070,0.703940,0.689031,21.8750
18780,0.705538,0.703940,0.688498,21.8750
18840,0.705005,0.703408,0.687966,21.8750
18900,0.705005,0.703408,0.687966,21.8750
18960,0.704473,0.702875,0.687433,21.8750
19020,0.703940,0.702875,0.686901,21.8750
19080,0.703940,0.702343,0.686368,21.8750
19140,0.703408,0.702343,0.685836,21.8750
19200,0.703408,0.702343,0.685303,21.8750
19260,0.702875,0.701810,0.685303,21.8750
19320,0.702875,0.701810,0.684771,21.8750
19380,0.702875,0.701278,0.684238,21.7944
19440,0.702875,0.700745,0.684238,21.8750
19500,0.702343,0.700745,0.683706,21.7944
19560,0.702343,0.700213,0.683173,21.8750
19620,0.702343,0.699680,0.683173,21.7944
19680,0.701810,0.699148,0.683173,21.8750
19740,0.701810,0.699148,0.682641,21.7944
19800,0.701810,0.698615,0.682108,21.7944
19860,0.701278,0.698615,0.682108,21.7944
19920,0.701278,0.698615,0.681576,21.7944
19980,0.700745,0.698083,0.681043,21.7944
20040,0.700745,0.698615,0.680511,21.7944
20100,0.700745,0.698083,0.679979,21.7944
20160,0.700213,0.698083,0.679979,21.7944
20220,0.700213,0.697550,0.679979,21.7944
20280,0.699680,0.697018,0.679446,21.7944
20340,0.699680,0.696485,0.679446,21.7944
20400,0.699680,0.696485,0.679446,21.7944
20460,0.699148,0.696485,0.678914,21.7944
20520,0.699148,0.695953,0.678914,21.7944
20580,0.698615,0.695953,0.678914,21.7944
20640,0.698615,0.695420,0.678381,21.7944
20700,0.698615,0.694888,0.677849,21.7138
20760,0.698615,0.694888,0.677849,21.7944
20820,0.698083,0.694888,0.677849,21.7944
20880,0.698083,0.694356,0.677849,21.7944
20940,0.698083,0.694356,0.677849,21.7944
21000,0.697550,0.694356,0.677316,21.7944
21060,0.697550,0.693823,0.677316,21.7944
21120,0.697018,0.693291,0.677316,21.7944
21180,0.697018,0.693291,0.676784,21.7944
21240,0.697018,0.692758,0.676784,21.7944
21300,0.696485,0.692758,0.676784,21.7944
21360,0.696485,0.692758,0.676784,21.7944
21420,0.696485,0.692226,0.676251,21.7944
21480,0.696485,0.692226,0.676251,21.7944
21540,0.695953,0.691693,0.676251,21.7944
21600,0.695953,0.691693,0.675719,21.7944
21660,0.695420,0.691693,0.675719,21.7944
21720,0.695420,0.691161,0.675719,21.7944
21780,0.694888,0.691161,0.675186,21.7944
21840,0.694888,0.690628,0.675186,21.7944
21900,0.694888,0.690628,0.675186,21.7944
21960,0.694888,0.690096,0.675186,21.7944
22020,0.694356,0.690096,0.674654,21.7944
22080,0.694356,0.690096,0.674654,21.7138
22140,0.694356,0.689563,0.674654,21.7138
22200,0.693823,0.689563,0.674654,21.7944
22260,0.693823,0.689563,0.674654,21.7944
22320,0.693823,0.689563,0.674121,21.7944
22380,0.693823,0.689031,0.674121,21.7944
22440,0.693291,0.689031,0.674121,21.7944
22500,0.693291,0.688498,0.673589,21.7944
22560,0.693291,0.688498,0.673589,21.7138
22620,0.692758,0.688498,0.673589,21.7138
22680,0.692758,0.688498,0.673589,21.7138
22740,0.692758,0.687966,0.673056,21.7944
22800,0.692226,0.687966,0.673056,21.7138
22860,0.692226,0.687966,0.673056,21.7138
22920,0.692226,0.687433,0.673056,21.7138
22980,0.692226,0.687433,0.673056,21.7138
23040,0.691693,0.687433,0.672524,21.7138
23100,0.691693,0.686901,0.672524,21.7138
23160,0.691693,0.686901,0.672524,21.7138
23220,0.691693,0.686901,0.672524,21.7138
23280,0.691693,0.686368,0.671991,21.7138
23340,0.691693,0.686368,0.671991,21.7138
23400,0.691161,0.686368,0.671991,21.7138
23460,0.691161,0.686368,0.671459,21.7138
23520,0.691161,0.685836,0.671459,21.7138
23580,0.690628,0.685836,0.671459,21.7138
23640,0.690628,0.685836,0.670926,21.7138
23700,0.690096,0.685836,0.670926,21.7138
23760,0.690096,0.685303,0.670926,21.7138
23820,0.690096,0.685303,0.670926,21.7138
23880,0.690096,0.685303,0.670926,21.7138
23940,0.690096,0.685303,0.670394,21.7138
24000,0.690096,0.684771,0.670394,21.7138
24060,0.689563,0.684771,0.670394,21.7138
24120,0.689563,0.684771,0.669861,21.7138
24180,0.689563,0.684771,0.669861,21.7138
24240,0.689031,0.684238,0.669861,21.7138
24300,0.689031,0.684238,0.669329,21.6333
24360,0.689031,0.684238,0.669329,21.7138
24420,0.688498,0.683706,0.669329,21.7138
24480,0.688498,0.683706,0.669329,21.7138
24540,0.688498,0.683706,0.668796,21.7138
24600,0.688498,0.683173,0.668796,21.7138
24660,0.687966,0.683706,0.668796,21.7138
24720,0.687966,0.683173,0.668796,21.7138
24780,0.687966,0.683173,0.668796,21.7138
24840,0.687966,0.683173,0.668264,21.7138
24900,0.687433,0.682641,0.668264,21.7138
24960,0.687433,0.682641,0.668264,22.1167
25020,0.687433,0.682108,0.668264,22.1167
25080,0.686901,0.682108,0.668264,22.0361
25140,0.686901,0.682108,0.667731,22.0361
25200,0.686901,0.681576,0.667731,21.9555
25260,0.686368,0.681576,0.667731,21.9555
25320,0.686368,0.681043,0.667731,21.9555
25380,0.686368,0.680511,0.667199,21.9555
25440,0.685836,0.680511,0.667199,21.8750
25500,0.685836,0.679979,0.667199,21.8750
25560,0.685836,0.679979,0.666666,21.8750
25620,0.685303,0.679979,0.666666,21.7944
25680,0.685836,0.679979,0.666666,21.8750
25740,0.685836,0.679446,0.666666,21.7944
25800,0.685303,0.679446,0.666134,21.7944
25860,0.685303,0.679446,0.666134,21.7944
25920,0.685303,0.679446,0.666134,21.7138
25980,0.684771,0.678914,0.666134,21.7138
26040,0.684771,0.678914,0.665602,21.7138
26100,0.684771,0.678914,0.665602,21.7138
26160,0.684238,0.678381,0.665069,21.7138
26220,0.684238,0.678381,0.665069,21.7138
26280,0.684238,0.678381,0.665069,21.7138
26340,0.683706,0.678381,0.665069,21.7138
26400,0.683706,0.677849,0.665069,21.7138
26460,0.683706,0.677849,0.665069,21.7944
26520,0.683706,0.677849,0.664537,21.7138
26580,0.683706,0.677849,0.664537,21.6333
26640,0.683173,0.677849,0.664537,21.7138
26700,0.683173,0.677316,0.664004,21.7138
26760,0.683173,0.677316,0.664004,21.6333
26820,0.682641,0.677316,0.664004,21.7138
26880,0.682641,0.676784,0.664004,21.6333
26940,0.682641,0.676784,0.664004,21.6333
27000,0.682108,0.676784,0.663472,21.6333
27060,0.682108,0.676784,0.663472,21.6333
27120,0.682108,0.676784,0.663472,21.7138
27180,0.682108,0.676784,0.663472,21.7138
27240,0.681576,0.676251,0.662939,21.6333
27300,0.681043,0.676251,0.662939,21.6333
27360,0.681043,0.676251,0.662939,21.6333
27420,0.680511,0.675719,0.662407,21.6333
27480,0.679979,0.675719,0.662407,21.6333
27540,0.679979,0.675719,0.662407,21.7138
27600,0.679979,0.675186,0.662407,21.6333
27660,0.679446,0.675186,0.662407,21.6333
27720,0.679446,0.675186,0.662407,21.6333
27780,0.679446,0.675186,0.661874,21.6333
27840,0.678914,0.674654,0.661874,21.6333
27900,0.679446,0.674654,0.661874,21.6333
27960,0.678914,0.674654,0.661342,21.6333
28020,0.678914,0.674654,0.661342,21.6333
28080,0.678381,0.674654,0.661342,21.6333
28140,0.678381,0.674121,0.661342,21.6333
28200,0.678381,0.674121,0.660809,21.6333
28260,0.678381,0.674121,0.660809,21.6333
28320,0.677849,0.674121,0.660809,21.5527
28380,0.677849,0.673589,0.660809,21.6333
28440,0.677849,0.673589,0.660277,21.6333
28500,0.677849,0.673589,0.660277,21.5527
28560,0.677316,0.673589,0.660277,21.6333
28620,0.677316,0.673589,0.660277,21.5527
28680,0.677316,0.673056,0.659744,21.6333
28740,0.677316,0.673056,0.659744,21.5527
28800,0.677316,0.673056,0.659744,21.5527
28860,0.676784,0.673056,0.659744,21.6333
28920,0.676784,0.672524,0.659212,21.6333
28980,0.676784,0.672524,0.659212,21.5527
29040,0.676251,0.672524,0.659212,21.5527
29100,0.676251,0.672524,0.658679,21.5527
29160,0.676251,0.672524,0.658679,21.5527
29220,0.676251,0.671991,0.658679,21.5527
29280,0.675719,0.671991,0.658147,21.6333
29340,0.675719,0.671991,0.658147,21.5527
29400,0.675719,0.671459,0.658147,21.5527
29460,0.675186,0.671459,0.658147,21.5527
29520,0.675186,0.671459,0.658147,21.5527
29580,0.675186,0.671459,0.657614,21.5527
29640,0.675186,0.671459,0.657614,21.6333
29700,0.675186,0.670926,0.657614,21.5527
29760,0.674654,0.670926,0.657614,21.5527
29820,0.674654,0.670926,0.657082,21.5527
29880,0.674654,0.670926,0.657082,21.5527
29940,0.674654,0.670926,0.657082,21.5527
30000,0.674121,0.670394,0.656549,21.5527
30060,0.674121,0.670394,0.656549,21.5527
30120,0.674121,0.670394,0.656549,21.5527
30180,0.673589,0.670394,0.656549,21.5527
30240,0.673589,0.669861,0.656549,21.5527
30300,0.673589,0.669861,0.656017,21.5527
30360,0.673589,0.669861,0.656017,21.5527
30420,0.673056,0.669861,0.656017,21.5527
30480,0.673056,0.669329,0.656017,21.5527
30540,0.673056,0.669329,0.655484,21.4721
30600,0.673056,0.669329,0.655484,21.5527
30660,0.673056,0.669329,0.655484,21.5527
30720,0.672524,0.668796,0.655484,21.5527
30780,0.672524,0.668796,0.655484,21.5527
30840,0.672524,0.668796,0.655484,21.5527
30900,0.671991,0.668796,0.654952,21.5527
30960,0.671991,0.668264,0.654952,21.5527
31020,0.671991,0.668264,0.654952,21.5527
31080,0.671991,0.668264,0.654419,21.5527
31140,0.671459,0.668264,0.654419,21.5527
31200,0.671459,0.668264,0.654419,21.5527
31260,0.671459,0.667731,0.654419,21.5527
31320,0.671459,0.667731,0.654419,21.5527
31380,0.670926,0.667731,0.653887,21.5527
31440,0.670926,0.667731,0.653887,21.5527
31500,0.670926,0.667199,0.653887,21.5527
31560,0.670926,0.667199,0.653887,21.5527
31620,0.670394,0.666666,0.653354,21.4721
31680,0.670394,0.666666,0.653354,21.5527
31740,0.670394,0.666666,0.653354,21.5527
31800,0.670394,0.666666,0.653354,21.5527
31860,0.669861,0.666666,0.652822,21.4721
31920,0.669861,0.666666,0.652822,21.5527
31980,0.669861,0.666666,0.652822,21.4721
32040,0.669861,0.666134,0.652822,21.5527
32100,0.669329,0.666134,0.652822,21.5527
32160,0.669329,0.666134,0.652289,21.5527
32220,0.669329,0.665602,0.652289,21.5527
32280,0.669329,0.665602,0.652289,21.5527
32340,0.668796,0.665602,0.651757,21.5527
32400,0.668796,0.665602,0.651757,21.4721
32460,0.668796,0.665602,0.651757,21.4721
32520,0.668796,0.665069,0.651757,21.4721
32580,0.668796,0.665069,0.651757,21.5527
32640,0.668264,0.665069,0.651757,21.5527
32700,0.668264,0.664537,0.651225,21.4721
32760,0.668264,0.664537,0.651225,21.4721
32820,0.668264,0.664537,0.651225,21.5527
32880,0.668264,0.664537,0.651225,21.5527
32940,0.668264,0.664004,0.650692,21.5527
33000,0.667731,0.664004,0.650692,21.4721
33060,0.667731,0.664004,0.650692,21.4721
33120,0.667199,0.664004,0.650692,21.5527
33180,0.667199,0.664004,0.650160,21.5527
33240,0.666666,0.663472,0.650160,21.4721
33300,0.666666,0.663472,0.650160,21.5527
33360,0.666666,0.663472,0.650160,21.4721
33420,0.666666,0.662939,0.649627,21.4721
33480,0.666666,0.662939,0.649627,21.4721
33540,0.666666,0.662939,0.649627,21.5527
33600,0.666134,0.662939,0.649095,21.4721
33660,0.666134,0.662939,0.649095,21.4721
33720,0.666134,0.662407,0.649095,21.5527
33780,0.666134,0.662407,0.649095,21.4721
33840,0.665602,0.662407,0.649095,21.4721
33900,0.665602,0.662407,0.649095,21.5527
33960,0.665602,0.662407,0.648562,21.4721
34020,0.665602,0.661874,0.648562,21.4721
34080,0.665069,0.661874,0.648562,21.4721
34140,0.665069,0.661874,0.648562,21.4721
34200,0.665069,0.661342,0.648030,21.4721
34260,0.665069,0.661342,0.648030,21.4721
34320,0.665069,0.661342,0.648030,21.4721
34380,0.665069,0.660809,0.648030,21.4721
34440,0.664537,0.660809,0.648030,21.4721
34500,0.664537,0.660809,0.647497,21.4721
34560,0.664537,0.660809,0.647497,21.4721
34620,0.664004,0.660809,0.647497,21.5527
34680,0.664004,0.660277,0.647497,21.4721
34740,0.664004,0.660277,0.647497,21.4721
34800,0.664004,0.660277,0.647497,21.4721
34860,0.663472,0.660277,0.646965,21.4721
34920,0.663472,0.660277,0.646965,21.4721
34980,0.663472,0.660277,0.646965,21.4721
35040,0.663472,0.659744,0.646432,21.4721
35100,0.662939,0.659744,0.646432,21.4721
35160,0.662939,0.659744,0.646965,21.4721
35220,0.662939,0.659744,0.646432,21.4721
35280,0.662407,0.659212,0.645900,21.4721
35340,0.662407,0.659744,0.645900,21.5527
35400,0.662407,0.659212,0.645900,21.4721
35460,0.662407,0.658679,0.645900,21.4721
35520,0.662407,0.659212,0.645900,21.4721
35580,0.662407,0.658679,0.645900,21.4721
35640,0.661874,0.658679,0.645367,21.4721
35700,0.661874,0.658679,0.645367,21.5527
35760,0.661874,0.658147,0.645367,21.4721
35820,0.661342,0.658147,0.645367,21.4721
